short,mid,long
0.30154786,1.0654969,1.0654969
0.31292927,1.0654969,1.0654969
0.3161348,1.0654969,1.0654969
0.31555358,1.0654969,1.0654969
0.3127175,1.0654969,1.0654969
0.30962127,1.0654969,1.0654969
0.3080601,1.0654969,1.0654969
0.31316495,1.0654969,1.0654969
0.31096452,1.0654969,1.0654969
0.3115902,1.0654969,1.0654969
0.30400613,1.0654969,1.0654969
0.31071046,1.0654969,1.0654969
0.3041837,1.0654969,1.0654969
0.3010368,1.0654969,1.0654969
0.30424184,1.0654969,1.0654969
0.30335483,1.0654969,1.0654969
0.3087718,1.0654969,1.0654969
0.3091167,1.0654969,1.0654969
0.31241345,1.0654969,1.0654969
0.30829418,1.0654969,1.0654969
0.301065,1.0654969,1.0654969
0.30310908,1.0654969,1.0654969
0.31388798,1.0654969,1.0654969
0.32414055,1.0654969,1.0654969
0.32062364,1.0654969,1.0654969
0.32823068,1.0654969,1.0654969
0.32756338,1.0654969,1.0654969
0.3222912,1.0654969,1.0654969
0.32336456,1.0654969,1.0654969
0.32224357,1.0654969,1.0654969
0.3219641,1.0654969,1.0654969
0.3179991,1.0654969,1.0654969
0.32042345,1.0654969,1.0654969
0.323394,1.0654969,1.0654969
0.3210089,1.0654969,1.0654969
0.31380504,1.0654969,1.0654969
0.31438822,1.0654969,1.0654969
0.3182728,1.0654969,1.0654969
0.3211945,1.0654969,1.0654969
0.32146615,1.0654969,1.0654969
0.32018602,1.0654969,1.0654969
0.31267157,1.0654969,1.0654969
0.31527767,1.0654969,1.0654969
0.30943072,1.0654969,1.0654969
0.30815136,1.0654969,1.0654969
0.301419,1.0654969,1.0654969
0.29570442,1.0654969,1.0654969
0.2912891,1.0654969,1.0654969
0.28524193,1.0654969,1.0654969
0.2796488,1.0654969,1.0654969
0.2760023,1.0654969,1.0654969
0.26999363,1.0654969,1.0654969
0.27028438,1.0654969,1.0654969
0.27426064,1.0654969,1.0654969
0.28353402,1.0654969,1.0654969
0.2801082,1.0654969,1.0654969
0.27407163,1.0654969,1.0654969
0.27304056,1.0654969,1.0654969
0.27024063,1.0654969,1.0654969
0.27139086,1.0654969,1.0654969
0.27103907,1.0654969,1.0654969
0.26984498,1.0654969,1.0654969
0.2735128,1.0654969,1.0654969
0.2677856,1.0654969,1.0654969
0.26737458,1.0654969,1.0654969
0.26066738,1.0654969,1.0654969
0.2660609,1.0654969,1.0654969
0.26400343,1.0654969,1.0654969
0.26579177,1.0654969,1.0654969
0.26271462,1.0654969,1.0654969
0.26023063,1.0654969,1.0654969
0.2592988,1.0654969,1.0654969
0.25903225,1.0654969,1.0654969
0.25945348,1.0654969,1.0654969
0.25200143,1.0654969,1.0654969
0.2490649,1.0654969,1.0654969
0.24524271,1.0654969,1.0654969
0.25259048,1.0654969,1.0654969
0.25079173,1.0654969,1.0654969
0.25017712,1.0654969,1.0654969
0.2511293,1.0654969,1.0654969
0.25147772,1.0654969,1.0654969
0.24550274,1.0654969,1.0654969
0.24565604,1.0654969,1.0654969
0.24923058,1.0654969,1.0654969
0.24965958,1.0654969,1.0654969
0.24826424,1.0654969,1.0654969
0.24812143,1.0654969,1.0654969
0.24964103,1.0654969,1.0654969
0.24723518,1.0654969,1.0654969
0.24917445,1.0654969,1.0654969
0.2529573,1.0654969,1.0654969
0.25168264,1.0654969,1.0654969
0.25435627,1.0654969,1.0654969
0.2569846,1.0654969,1.0654969
0.25646308,1.0654969,1.0654969
0.25796935,1.0654969,1.0654969
0.25883195,1.0654969,1.0654969
0.25943437,1.0654969,1.0654969
0.25583804,1.0654969,1.0654969
0.25671872,1.0654969,1.0654969
0.25337002,1.0654969,1.0654969
0.25242352,1.0654969,1.0654969
0.25554886,1.0654969,1.0654969
0.25870726,1.0654969,1.0654969
0.25598392,1.0654969,1.0654969
0.2555374,1.0654969,1.0654969
0.25338882,1.0654969,1.0654969
0.25796124,1.0654969,1.0654969
0.25897315,1.0654969,1.0654969
0.25948495,1.0654969,1.0654969
0.26642722,1.0654969,1.0654969
0.2646994,1.0654969,1.0654969
0.26857045,1.0654969,1.0654969
0.2618713,1.0654969,1.0654969
0.26722765,1.0654969,1.0654969
0.26726782,1.0654969,1.0654969
0.26924893,1.0654969,1.0654969
0.27191252,1.0654969,1.0654969
0.2624278,1.0654969,1.0654969
0.2650717,1.0654969,1.0654969
0.26860067,1.0654969,1.0654969
0.26999262,1.0654969,1.0654969
0.27266735,1.0654969,1.0654969
0.280145,1.0654969,1.0654969
0.27755487,1.0654969,1.0654969
0.2737541,1.0654969,1.0654969
0.272972,1.0654969,1.0654969
0.26953465,1.0654969,1.0654969
0.27059507,1.0654969,1.0654969
0.2759378,1.0654969,1.0654969
0.27972746,1.0654969,1.0654969
0.28564897,1.0654969,1.0654969
0.28567445,1.0654969,1.0654969
0.29374078,1.0654969,1.0654969
0.29782093,1.0654969,1.0654969
0.29111376,1.0654969,1.0654969
0.29125625,1.0654969,1.0654969
0.29389432,1.0654969,1.0654969
0.28879035,1.0654969,1.0654969
0.28927997,1.0654969,1.0654969
0.29372624,1.0654969,1.0654969
0.2917938,1.0654969,1.0654969
0.28969327,1.0654969,1.0654969
0.2946876,1.0654969,1.0654969
0.2915685,1.0654969,1.0654969
0.28874114,1.0654969,1.0654969
0.28371465,1.0654969,1.0654969
0.28271943,1.0654969,1.0654969
0.2817809,1.0654969,1.0654969
0.28412363,1.0654969,1.0654969
0.28439564,1.0654969,1.0654969
0.27729106,1.0654969,1.0654969
0.27433795,1.0654969,1.0654969
0.28061983,1.0654969,1.0654969
0.27787697,1.0654969,1.0654969
0.27634642,1.0654969,1.0654969
0.2784641,1.0654969,1.0654969
0.2714075,1.0654969,1.0654969
0.27335903,1.0654969,1.0654969
0.2680962,1.0654969,1.0654969
0.2698777,1.0654969,1.0654969
0.26385206,1.0654969,1.0654969
0.2638338,1.0342244,1.0654969
0.25776225,1.0174079,1.0654969
0.2609789,1.0205926,1.0654969
0.26395288,1.0153844,1.0654969
0.2590836,1.0679199,1.0654969
0.25668347,1.0840803,1.0654969
0.24861121,1.1513621,1.0654969
0.24401522,1.2136239,1.0654969
0.24320202,1.2863821,1.0654969
0.24880998,1.3527262,1.0654969
0.24738957,1.348196,1.0654969
0.2485045,1.290932,1.0654969
0.24567686,1.4013636,1.0654969
0.24487644,1.5052469,1.0654969
0.24561423,1.4471467,1.0654969
0.2408704,1.400226,1.0654969
0.24284732,1.3253031,1.0654969
0.24294211,1.2398447,1.0654969
0.24399252,1.1817441,1.0654969
0.2458815,1.0176069,1.0654969
0.24674569,0.99172825,1.0654969
0.23988128,0.9993787,1.0654969
0.2409436,0.9462457,1.0654969
0.23743747,0.8828583,1.0654969
0.23633993,0.8232358,1.0654969
0.24020886,0.7455734,1.0654969
0.23645583,0.6517773,1.0654969
0.23618151,0.66107625,1.0654969
0.23494583,0.6727838,1.0654969
0.24580665,0.7030128,1.0654969
0.24920078,0.7279501,1.0654969
0.255606,0.72035825,1.0654969
0.2500379,0.69797975,1.0654969
0.25646615,0.6829261,1.0654969
0.2588314,0.6981754,1.0654969
0.25681758,0.73195374,1.0654969
0.25865737,0.7333131,1.0654969
0.26036814,0.7693069,1.0654969
0.26383892,0.7500711,1.0654969
0.26816782,0.7889973,1.0654969
0.2695568,0.766785,1.0654969
0.2693879,0.76155007,1.0654969
0.27402946,0.7797974,1.0654969
0.2726284,0.76875687,1.0654969
0.27042782,0.75099504,1.0654969
0.27532658,0.75099504,1.0654969
0.27619287,0.75099504,1.0654969
0.27429587,0.74118745,1.0654969
0.27435058,0.74486333,1.0654969
0.27888432,0.737249,1.0654969
0.2741754,0.7561864,1.0654969
0.2776222,0.73345226,1.0654969
0.27477485,0.6906508,1.0654969
0.2717037,0.6555273,1.0654969
0.27165025,0.6341097,1.0654969
0.2751879,0.68324184,1.0654969
0.27724758,0.69078267,1.0654969
0.27635628,0.7143577,1.0654969
0.27728105,0.7466561,1.0654969
0.2762035,0.7263758,1.0654969
0.28379413,0.7438276,1.0654969
0.29222915,0.75862473,1.0654969
0.29118344,0.76501733,1.0654969
0.29500428,0.7793256,1.0654969
0.30200428,0.79976565,1.0654969
0.30833402,0.8292999,1.0654969
0.31366682,0.8028108,1.0654969
0.32496682,0.8417647,1.0654969
0.32584268,0.80475074,1.0654969
0.32278585,0.76575994,1.0654969
0.333222,0.7850812,1.0654969
0.33581042,0.7019981,1.0654969
0.330794,0.58694017,1.0654969
0.34203047,0.51275104,1.0654969
0.34885943,0.47142485,1.0654969
0.33915606,0.41900575,1.0654969
0.3362796,0.34850883,1.0654969
0.34939185,0.32218197,1.0654969
0.34651184,0.3323878,1.0654969
0.34980386,0.32990155,1.0654969
0.35633063,0.3214132,1.0654969
0.36749756,0.32941186,1.0654969
0.37311012,0.32743958,1.0654969
0.37596753,0.32196,1.0654969
0.37148455,0.31672066,1.0654969
0.37129816,0.3201943,1.0654969
0.37267944,0.3200365,1.0654969
0.3731019,0.31121618,1.0654969
0.37453765,0.30626106,1.0654969
0.38068235,0.31009984,1.0654969
0.37314826,0.32303503,1.0654969
0.38390192,0.31924415,1.0654969
0.38157114,0.30676624,1.0654969
0.38505432,0.27738425,1.0654969
0.38915902,0.27136576,1.0654969
0.39246225,0.26326776,1.0654969
0.39354932,0.25229427,1.0654969
0.40091023,0.24863018,1.0654969
0.40229908,0.25231183,1.0654969
0.39529485,0.25626686,1.0654969
0.39826965,0.258308,1.0654969
0.4029462,0.26665324,1.0654969
0.40641502,0.27259478,1.0654969
0.40123978,0.28233498,1.0654969
0.4035837,0.2911935,1.0654969
0.39696282,0.28646645,1.0654969
0.39648458,0.27621284,1.0654969
0.4065144,0.26342967,1.0654969
0.4083346,0.24786161,1.0654969
0.41905755,0.24422128,1.0654969
0.4321603,0.23779929,1.0654969
,0.25392798,1.0654969
,0.26855066,1.0654969
,0.27570283,1.2281507
,0.27617803,0.90115446
,0.30665392,0.74413437
,0.33611724,0.71068877
,0.36126223,0.7479387
,0.3763651,0.3215937
,0.39462486,0.26734817
,0.40281016,0.28733918
